cpu_name,num_sockets,cores,price,cpu_mark,cpu_value,thread_mark,thread_value,tdp,power_perf,test_date,socket,category
AMD Ryzen Threadripper PRO 5955WX,1,16,1089.99,"50,026",45.90,"3,342",3.07,280,178.66,Mar 2022,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5965WX,1,24,1599.99,"66,732",41.71,"3,358",2.10,280,238.33,Mar 2022,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5975WX,1,32,1965.00,"75,609",38.48,"3,314",1.69,280,270.03,Mar 2022,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 5995WX,1,64,4100.00,"93,192",22.73,"3,207",0.78,280,332.83,Mar 2022,sWRX8,"Desktop, Server"
AMD Ryzen Threadripper PRO 7945WX,1,12,,"49,599",,"4,086",,350,141.71,Oct 2023,sTR5,Desktop
AMD Ryzen Threadripper PRO 7955WX,1,16,,"59,759",,"4,078",,350,170.74,Oct 2023,sTR5,Desktop
AMD Ryzen Threadripper PRO 7965WX,1,24,2570.10,"80,867",31.46,"3,927",1.53,350,231.05,Oct 2023,sTR5,Desktop
AMD Ryzen Threadripper PRO 7975WX,1,32,4243.39,"95,247",22.45,"4,065",0.96,350,272.14,Oct 2023,sTR5,Desktop
AMD Ryzen Threadripper PRO 7985WX,1,64,7348.05,"135,597",18.45,"3,998",0.54,350,387.42,Oct 2023,sTR5,Desktop
AMD Ryzen Threadripper PRO 7995WX,1,96,9999.99,"153,935",15.39,"3,950",0.40,350,439.81,Oct 2023,sTR5,Desktop
AMD Ryzen Z1,1,6,,"18,674",,"3,725",,30,622.48,Nov 2023,Unknown,Mobile/Embedded
AMD Ryzen Z1 Extreme,1,8,,"25,071",,"3,599",,,,Jun 2023,Unknown,Mobile/Embedded
AMD Sempron 130,1,1,30.00,511,17.03,"1,059",35.31,45,11.35,Apr 2012,AM2+/AM3,Unknown
AMD Sempron 140,1,1,11.95,486,40.69,"1,037",86.81,45,10.81,Aug 2009,AM3,Desktop
AMD Sempron 145,1,1,39.99,518,12.95,"1,015",25.38,45,11.51,Oct 2010,AM3,Desktop
AMD Sempron 150,1,1,14.95,597,39.96,"1,117",74.71,45,13.27,Apr 2011,AM3,Desktop
AMD Sempron 200U,1,1,87.00,125,1.43,311,3.57,8,15.58,May 2011,Unknown,Unknown
AMD Sempron 210U,1,1,,267,,299,,15,17.83,Jul 2009,Unknown,Unknown
AMD Sempron 2200+,1,1,39.95,184,4.60,279,6.99,,,Jan 2009,Socket A,Desktop
AMD Sempron 2300+,1,1,45.00,207,4.60,314,6.98,,,Mar 2009,Socket A,Desktop
AMD Sempron 240,1,2,36.10,"1,278",35.39,"1,300",36.02,65,19.66,Oct 2018,FM2,Desktop
AMD Sempron 2400+,1,1,12.99,205,15.74,321,24.72,,,Dec 2008,Socket A,Desktop
AMD Sempron 2500+,1,1,59.95,207,3.45,405,6.75,,,Mar 2009,Socket A,Desktop
AMD Sempron 2600+,1,1,34.95,253,7.23,325,9.31,,,Dec 2008,Socket A,Desktop
AMD Sempron 2650 APU,1,2,94.69,551,5.82,477,5.04,25,22.04,Apr 2014,"AM1,FSB1",Desktop
AMD Sempron 2800+,1,1,29.95,243,8.11,408,13.63,62,3.92,Dec 2008,AM2,Desktop
AMD Sempron 3000+,1,1,34.95,286,8.18,462,13.22,62,4.61,Dec 2008,AM2,Desktop
AMD Sempron 3100+,1,1,65.00,298,4.58,383,5.89,62,4.80,Mar 2009,754,Desktop
AMD Sempron 3200+,1,1,124.68,251,2.01,456,3.66,62,4.05,Jan 2009,AM2,Desktop
AMD Sempron 3300+,1,1,20.00,315,15.74,394,19.68,62,5.08,Dec 2008,754,Desktop
AMD Sempron 3400+,1,1,86.68,292,3.37,346,3.99,62,4.71,Dec 2008,AM2,Desktop
AMD Sempron 3500+,1,1,24.99,232,9.28,264,10.56,62,3.74,Mar 2009,AM2,Desktop
AMD Sempron 3600+,1,1,15.00,364,24.24,377,25.13,62,5.86,Mar 2009,AM2,Desktop
AMD Sempron 3800+,1,1,14.99,360,24.03,422,28.17,62,5.81,Dec 2008,AM2,Desktop
AMD Sempron 3850 APU,1,4,47.57,"1,150",24.16,448,9.41,25,45.98,Apr 2014,"AM1,FS1b",Desktop
AMD Sempron Dual Core 2100,1,2,37.99,533,14.04,596,15.69,65,8.21,Mar 2009,Unknown,Unknown
AMD Sempron Dual Core 2200,1,2,39.95,563,14.09,649,16.24,65,8.66,May 2009,Unknown,Unknown
AMD Sempron Dual Core 2300,1,2,41.99,555,13.22,697,16.60,65,8.54,Sep 2009,Unknown,Unknown
AMD Sempron LE-1100,1,1,34.95,315,9.02,509,14.56,45,7.01,Mar 2009,AM2,Desktop
AMD Sempron LE-1150,1,1,14.94,251,16.82,477,31.92,45,5.59,Mar 2009,AM2,Desktop
AMD Sempron LE-1200,1,1,14.95,349,23.32,551,36.89,45,7.75,Mar 2009,AM2,Desktop
AMD Sempron LE-1250,1,1,99.99,301,3.01,508,5.08,45,6.68,Feb 2009,AM2,Desktop
AMD Sempron LE-1300,1,1,27.00,417,15.44,614,22.74,45,9.26,May 2009,AM2,Desktop
AMD Sempron M100,1,1,12.00,332,27.66,546,45.46,,,Nov 2009,Unknown,Unknown
AMD Sempron M120,1,1,,247,,559,,25,9.86,Feb 2010,S1,Laptop
AMD Sempron SI-40,1,1,12.00,288,24.02,631,52.58,25,11.53,Mar 2009,S1,Laptop
AMD Sempron SI-42,1,1,29.99,245,8.15,637,21.25,25,9.78,Mar 2009,S1,Laptop
AMD Sempron X2 180,1,2,69.40,826,11.90,865,12.47,45,18.35,Dec 2011,Unknown,Unknown
AMD Sempron X2 190,1,2,83.44,879,10.53,977,11.71,45,19.53,Jun 2012,AM2+/AM3,Unknown
AMD Sempron X2 198 Dual-Core,1,2,,930,,"1,070",,65,14.31,May 2015,FM1,Desktop
AMD Turion 64 Mobile MK-36,1,1,,334,,735,,31,10.77,Jan 2009,S1,Laptop
AMD Turion 64 Mobile MK-38,1,1,,362,,801,,31,11.69,Mar 2009,S1,Laptop
AMD Turion 64 Mobile ML-28,1,1,,254,,314,,25,10.16,Mar 2009,754,Laptop
AMD Turion 64 Mobile ML-30,1,1,,277,,314,,35,7.90,Mar 2009,754,Laptop
AMD Turion 64 Mobile ML-32,1,1,,285,,321,,35,8.13,Dec 2008,754,Laptop
AMD Turion 64 Mobile ML-34,1,1,,319,,526,,35,9.12,Feb 2009,754,Laptop
AMD Turion 64 Mobile ML-37,1,1,25.99,334,12.86,510,19.61,35,9.55,Mar 2009,754,Laptop
AMD Turion 64 Mobile ML-40,1,1,,336,,662,,35,9.61,Feb 2009,754,Laptop
AMD Turion 64 Mobile ML-42,1,1,,400,,455,,35,11.43,May 2009,754,Laptop
AMD Turion 64 Mobile ML-44,1,1,,384,,469,,35,10.98,Mar 2009,754,Laptop
AMD Turion 64 Mobile MT-30,1,1,,246,,294,,25,9.85,Mar 2009,754,Laptop
AMD Turion 64 Mobile MT-32,1,1,,286,,367,,24,11.92,Mar 2009,754,Laptop
AMD Turion 64 Mobile MT-34,1,1,,279,,328,,24,11.62,Mar 2009,754,Laptop
AMD Turion 64 Mobile MT-37,1,1,,274,,501,,25,10.97,Mar 2009,754,Laptop
AMD Turion 64 X2 Mobile TL-50,1,2,18.99,474,24.97,541,28.49,31,15.30,Feb 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-52,1,2,,534,,564,,31,17.24,Feb 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-56,1,2,65.40,498,7.61,591,9.04,31,16.06,Feb 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-58,1,2,,483,,574,,31,15.58,Feb 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-60,1,2,15.95,639,40.06,703,44.05,31,20.61,Feb 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-62,1,2,29.00,649,22.39,724,24.95,35,18.55,Mar 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-64,1,2,39.39,675,17.14,702,17.81,35,19.29,Mar 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-66,1,2,89.00,696,7.82,846,9.51,35,19.88,Apr 2009,S1,Laptop
AMD Turion 64 X2 Mobile TL-68,1,2,90.00,866,9.62,882,9.80,35,24.75,Mar 2009,S1,Laptop
AMD Turion Dual-Core RM-70,1,2,25.00,561,22.46,548,21.90,31,18.11,Dec 2008,S1,Laptop
AMD Turion Dual-Core RM-72,1,2,29.90,649,21.69,725,24.23,35,18.53,Feb 2009,S1,Laptop
AMD Turion Dual-Core RM-74,1,2,,588,,595,,35,16.80,Jan 2014,S1,Laptop
AMD Turion Dual-Core RM-75,1,2,21.49,659,30.65,444,20.67,35,18.82,Aug 2009,S1,Laptop
AMD Turion II Dual-Core Mobile M500,1,2,,756,,847,,35,21.61,Oct 2009,S1,Laptop
AMD Turion II Dual-Core Mobile M520,1,2,69.10,844,12.21,923,13.36,35,24.12,Oct 2009,S1,Laptop
AMD Turion II Dual-Core Mobile M540,1,2,,912,,967,,35,26.05,Aug 2011,S1,Laptop
AMD Turion II N530 Dual-Core,1,2,30.00,855,28.51,968,32.27,35,24.44,Jun 2010,S1,Laptop
AMD Turion II N550 Dual-Core,1,2,,877,,891,,35,25.05,Mar 2011,S1,Laptop
AMD Turion II Neo K625 Dual-Core,1,2,,618,,631,,15,41.21,Jun 2010,S1,Laptop
AMD Turion II Neo K685 Dual-Core,1,2,,684,,729,,15,45.60,Jan 2011,BGA812,Laptop
AMD Turion II Neo N40L Dual-Core,1,2,,617,,635,,15,41.17,Dec 2011,BGA812,Laptop
AMD Turion II Neo N54L Dual-Core,1,2,,853,,894,,25,34.14,Oct 2011,BGA812,Laptop
AMD Turion II P520 Dual-Core,1,2,,812,,882,,25,32.48,Jun 2010,S1,Laptop
AMD Turion II P540 Dual-Core,1,2,49.95,"1,021",20.45,957,19.16,35,29.18,Sep 2010,S1,Laptop
AMD Turion II P560 Dual-Core,1,2,,878,,"1,001",,25,35.14,Jan 2011,S1,Laptop
AMD Turion II Ultra Dual-Core Mobile M600,1,2,16.76,955,56.97,987,58.92,35,27.28,Oct 2009,S1,Laptop
AMD Turion II Ultra Dual-Core Mobile M620,1,2,,814,,945,,35,23.25,Feb 2010,S1,Laptop
AMD Turion II Ultra Dual-Core Mobile M640,1,2,,"1,034",,"1,067",,35,29.54,Nov 2009,S1,Laptop
AMD Turion II Ultra Dual-Core Mobile M660,1,2,,"1,011",,"1,103",,35,28.90,Mar 2010,S1,Laptop
AMD Turion Neo X2 Dual Core L625,1,2,,432,,486,,18,23.97,Jun 2009,ASB1,Laptop
AMD Turion X2 Dual Core L510,1,2,,603,,593,,20,30.13,Jul 2010,ASB1,Laptop
AMD Turion X2 Dual Core Mobile RM-70,1,2,132.56,497,3.75,504,3.80,31,16.02,Nov 2009,S1,Laptop
AMD Turion X2 Dual Core Mobile RM-76,1,2,,691,,729,,35,19.76,Sep 2009,S1,Laptop
AMD Turion X2 Dual-Core Mobile RM-70,1,2,,612,,672,,31,19.74,Mar 2009,S1,Laptop
AMD Turion X2 Dual-Core Mobile RM-72,1,2,224.26,653,2.91,756,3.37,35,18.67,Nov 2008,S1,Laptop
AMD Turion X2 Dual-Core Mobile RM-74,1,2,14.95,655,43.83,738,49.35,35,18.72,Apr 2009,S1,Laptop
AMD Turion X2 Dual-Core Mobile RM-75,1,2,,708,,770,,35,20.23,May 2009,S1,Laptop
AMD Turion X2 Dual-Core Mobile RM-76,1,2,,799,,761,,35,22.82,Dec 2023,S1,Laptop
AMD Turion X2 Dual-Core Mobile RM-77,1,2,,562,,735,,35,16.06,Jul 2009,S1,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,1,2,49.95,506,10.14,618,12.37,32,15.83,Mar 2009,S1,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,1,2,,733,,770,,35,20.94,Feb 2009,S1,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,1,2,49.95,802,16.05,787,15.76,35,22.90,Feb 2009,S1,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,1,2,45.00,828,18.39,864,19.20,35,23.65,Aug 2009,S1,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,1,2,61.00,695,11.39,820,13.44,35,19.84,Apr 2009,S1,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,1,2,39.95,741,18.56,730,18.28,35,21.18,Apr 2009,S1,Laptop
AMD TurionX2 Dual Core Mobile RM-70,1,2,,536,,674,,31,17.28,Feb 2009,S1,Laptop
AMD TurionX2 Dual Core Mobile RM-72,1,2,,471,,392,,35,13.46,Apr 2009,S1,Laptop
AMD TurionX2 Ultra DualCore Mobile ZM-85,1,2,,841,,686,,35,24.03,Feb 2014,S1,Laptop
AMD TurionX2 Ultra DualCore Mobile ZM-87,1,2,,599,,770,,35,17.13,Jan 2022,S1,Mobile/Embedded
AMD V105,1,1,,184,,452,,9,20.43,Oct 2010,BGA812,Laptop
AMD V120,1,1,,352,,806,,25,14.08,Jun 2010,S1,Laptop
AMD V140,1,1,39.95,422,10.57,860,21.52,25,16.89,Oct 2010,S1,Laptop
AMD V160,1,1,,337,,838,,25,13.50,Jan 2011,S1,Laptop
AMD Z-01,1,2,,305,,294,,,,Dec 2011,Unknown,Unknown
AMD Z-60 APU,1,2,,262,,318,,4.5,58.26,Mar 2013,FT1,Laptop
Amlogic,1,4,,637,,458,,,,Feb 2021,Unknown,Unknown
Amlogic AMLS905D3,1,4,,815,,493,,,,Jul 2024,Unknown,Mobile/Embedded
Amlogic AMLS905X4,1,4,,827,,555,,,,Aug 2024,Unknown,Mobile/Embedded
Amlogic AMLT982,1,4,,972,,531,,,,Jan 2024,Unknown,Mobile/Embedded
Ampere ARM - 192 Core 3200 MHz,1,192,,"57,444",,"1,228",,,,May 2024,Unknown,Server
ap201,1,4,,565,,385,,,,Dec 2023,Unknown,Mobile/Embedded
Apple A11 Bionic,1,6,,"4,415",,"1,321",,,,Feb 2021,Unknown,Mobile/Embedded
Apple A12 Bionic,1,6,,"4,972",,"1,985",,,,Feb 2021,Unknown,Mobile/Embedded
Apple A12X Bionic,1,8,,"11,028",,"2,651",,,,Feb 2021,Unknown,Mobile/Embedded
Apple A12Z Bionic,1,8,,"9,365",,"2,202",,,,Feb 2021,Unknown,Mobile/Embedded
Apple A13 Bionic,1,6,,"5,698",,"2,326",,,,Feb 2021,Unknown,Mobile/Embedded
Apple A14 Bionic,1,6,,"8,546",,"3,393",,,,Feb 2021,Unknown,Mobile/Embedded
Apple A15 Bionic,1,6,,"9,905",,"3,603",,,,Sep 2021,Unknown,Mobile/Embedded
Apple A16 Bionic,1,6,,"11,083",,"4,078",,,,Sep 2022,Unknown,Mobile/Embedded
Apple A17 Pro,1,6,,"12,255",,"4,539",,,,Sep 2023,Unknown,Mobile/Embedded
Apple A18,1,6,,"13,103",,"4,063",,,,Sep 2024,Unknown,Mobile/Embedded
Apple A18 Pro,1,6,,"12,980",,"4,181",,,,Sep 2024,Unknown,Mobile/Embedded
Apple A8,1,2,,"1,515",,914,,,,Feb 2021,Unknown,Mobile/Embedded
Apple A8X,1,3,,"2,376",,933,,,,Feb 2021,Unknown,Mobile/Embedded
Apple A9,1,2,,"2,068",,"1,187",,,,Feb 2021,Unknown,Mobile/Embedded
Apple A9X,1,2,,"2,516",,"1,510",,,,Feb 2021,Unknown,Mobile/Embedded
Apple M1 8 Core 3200 MHz,1,8,,"14,165",,"3,692",,15.1,938.06,Feb 2021,Unknown,"Desktop, Laptop, Mobile/Embedded"
Apple M1 Max 10 Core 3200 MHz,1,10,,"22,066",,"3,837",,,,Oct 2021,Unknown,"Desktop, Laptop"
Apple M1 Pro 10 Core 3200 MHz,1,10,,"21,866",,"3,805",,,,Oct 2021,Unknown,"Desktop, Laptop"
Apple M1 Pro 8 Core 3200 MHz,1,8,,"17,179",,"3,768",,,,Oct 2021,Unknown,"Desktop, Laptop"
Apple M1 Ultra 20 Core,1,20,,"41,176",,"3,869",,60,686.26,Mar 2022,Unknown,Desktop
Apple M2 8 Core 3500 MHz,1,8,,"15,532",,"3,906",,,,Jul 2022,Unknown,"Desktop, Laptop"
Apple M2 Max 12 Core 3680 MHz,1,12,,"26,590",,"4,144",,,,Jan 2023,Unknown,Laptop
Apple M2 Pro 10 Core 3480 MHz,1,10,,"21,710",,"4,099",,,,Jan 2023,Unknown,"Desktop, Laptop"
Apple M2 Pro 12 Core 3480 MHz,1,12,,"26,517",,"4,106",,,,Jan 2023,Unknown,Laptop
Apple M2 Ultra 24 Core,1,24,,"50,180",,"4,193",,,,Jun 2023,Unknown,Desktop
Apple M3 8 Core,1,8,,"19,299",,"4,774",,20,964.97,Nov 2023,Unknown,"Desktop, Laptop, Mobile/Embedded"
Apple M3 Max 14 Core,1,14,,"36,473",,"4,769",,78,467.60,Nov 2023,Unknown,Laptop
Apple M3 Max 16 Core,1,16,,"40,836",,"4,781",,78,523.53,Nov 2023,Unknown,Laptop
Apple M3 Pro 11 Core,1,11,,"24,803",,"4,755",,27,918.65,Nov 2023,Unknown,Laptop
Apple M3 Pro 12 Core,1,12,,"26,634",,"4,605",,27,986.46,Nov 2023,Unknown,Laptop
Apple M4 10 Core,1,10,,"25,036",,"4,464",,,,May 2024,Unknown,Mobile/Embedded
Apple M4 9 Core,1,9,,"22,360",,"4,496",,,,May 2024,Unknown,Mobile/Embedded
ARM - 32 Core 2911 MHz,1,32,,"8,132",,541,,,,Dec 2023,Unknown,Mobile/Embedded
ARM - 32 Core 3300 MHz,1,32,,"8,684",,585,,,,Dec 2023,Unknown,Mobile/Embedded
ARM - 8 Core 1766 MHz,1,8,,"4,080",,"1,205",,,,Oct 2022,Unknown,Mobile/Embedded
ARM - 8 Core 1800 MHz,1,8,,"3,292",,"1,016",,,,Aug 2024,Unknown,Unknown
ARM - 8 Core 2208 MHz,1,8,,"2,270",,607,,,,Aug 2024,Unknown,Unknown
ARM - 8 Core 2424 MHz,1,8,,"8,610",,"3,083",,,,Mar 2023,Unknown,Mobile/Embedded
ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz,1,4,,776,,445,,,,Aug 2024,Unknown,Unknown
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,1,4,,843,,487,,,,Oct 2023,Unknown,Mobile/Embedded
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,1,4,,984,,593,,,,Nov 2021,Unknown,Mobile/Embedded
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,1,4,,403,,272,,,,Jan 2021,Unknown,Mobile/Embedded
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,1,4,,399,,273,,,,Apr 2022,Unknown,Mobile/Embedded
ARM ARMv7 rev 5 (v7l) 4 Core 1200 MHz,1,4,,325,,232,,,,Jul 2024,Unknown,Unknown
[3-Way CPU] ARM ARMv8 rev 0 (v8l) 6 Core 1907 MHz,3,6,,"3,477",,697,,,,Mar 2021,Unknown,Mobile/Embedded
[3-Way CPU] ARM ARMv8 rev 1 (v8l) 12 Core 2201 MHz,3,12,,"7,371",,"1,183",,,,Jun 2022,Unknown,Mobile/Embedded
ARM ARMv8 rev 1 (v8l) 4 Core 1984 MHz,1,4,,"1,312",,632,,,,Apr 2024,Unknown,Mobile/Embedded
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,1,6,,"2,550",,807,,,,May 2023,Unknown,Mobile/Embedded
ARM Avalanche-M2 4 Core 2424 MHz,1,4,,"8,233",,"3,290",,,,Apr 2024,Unknown,Mobile/Embedded
ARM Cortex-A15 4 Core 1400 MHz,1,4,,"1,141",,543,,,,Jun 2023,Unknown,Mobile/Embedded
ARM Cortex-A15 4 Core 1500 MHz,1,4,,"1,304",,594,,,,Jun 2023,Unknown,Mobile/Embedded
ARM Cortex-A15 4 Core 2000 MHz,1,4,,923,,524,,,,Mar 2023,Unknown,Mobile/Embedded
ARM Cortex-A15 8 Core 1400 MHz,1,8,,"1,160",,563,,,,Oct 2022,Unknown,Mobile/Embedded
ARM Cortex-A17 4 Core 1800 MHz,1,4,,781,,490,,,,Oct 2021,Unknown,Mobile/Embedded
ARM Cortex-A35 4 Core 1200 MHz,1,4,,329,,157,,,,Oct 2022,Unknown,Mobile/Embedded
ARM Cortex-A35 4 Core 1296 MHz,1,4,,334,,166,,,,Jan 2022,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1000 MHz,1,4,,215,,169,,,,Nov 2022,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1008 MHz,1,4,,310,,132,,,,Sep 2023,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1152 MHz,1,4,,342,,151,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1199 MHz,1,4,,407,,178,,,,May 2023,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1200 MHz,1,4,,288,,204,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1296 MHz,1,4,,416,,183,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1300 MHz,1,4,,438,,262,,,,Nov 2023,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1333 MHz,1,4,,207,,196,,,,May 2023,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1368 MHz,1,4,,385,,166,,,,Jan 2023,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1392 MHz,1,4,,417,,193,,,,Nov 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1400 MHz,1,4,,295,,226,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1500 MHz,1,4,,340,,197,,,,Aug 2022,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1512 MHz,1,4,,471,,213,,,,Mar 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1536 MHz,1,4,,213,,198,,,,May 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1600 MHz,1,4,,453,,210,,,,Jan 2022,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1608 MHz,1,4,,462,,218,,,,Jan 2024,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1704 MHz,1,4,,556,,244,,,,Sep 2022,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1800 MHz,1,4,,513,,237,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1908 MHz,1,4,,638,,274,,,,Aug 2022,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 2016 MHz,1,4,,500,,220,,,,Oct 2023,Unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 600 MHz,1,4,,220,,137,,,,Jul 2023,Unknown,Mobile/Embedded
ARM Cortex-A53 6 Core 1896 MHz,1,6,,"1,851",,751,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A53 8 Core 1512 MHz,1,8,,681,,165,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A55 4 Core 1416 MHz,1,4,,460,,230,,,,Nov 2023,Unknown,Mobile/Embedded
ARM Cortex-A55 4 Core 1800 MHz,1,4,,625,,288,,,,May 2022,Unknown,Mobile/Embedded
ARM Cortex-A55 4 Core 1908 MHz,1,4,,707,,311,,,,Jul 2024,Unknown,Unknown
ARM Cortex-A55 4 Core 1992 MHz,1,4,,685,,313,,,,Feb 2022,Unknown,Mobile/Embedded
ARM Cortex-A55 4 Core 2016 MHz,1,4,,755,,327,,,,Jul 2024,Unknown,Unknown
ARM Cortex-A55 4 Core 2100 MHz,1,4,,663,,306,,,,Oct 2021,Unknown,Mobile/Embedded
ARM Cortex-A55 4 Core 2124 MHz,1,4,,742,,336,,,,Mar 2022,Unknown,Mobile/Embedded
ARM Cortex-A55 8 Core 1800 MHz,1,8,,"3,013",,959,,,,Nov 2022,Unknown,Mobile/Embedded
ARM Cortex-A57 2 Core 1479 MHz,1,2,,318,,207,,,,Aug 2023,Unknown,Mobile/Embedded
ARM Cortex-A57 4 Core 1479 MHz,1,4,,951,,356,,,,Jan 2021,Unknown,Mobile/Embedded
ARM Cortex-A57 4 Core 1734 MHz,1,4,,"1,170",,387,,,,Nov 2021,Unknown,Mobile/Embedded
ARM Cortex-A57 4 Core 1912 MHz,1,4,,"1,007",,388,,,,Apr 2023,Unknown,Mobile/Embedded
ARM Cortex-A57 4 Core 2014 MHz,1,4,,"1,229",,431,,,,Mar 2021,Unknown,Mobile/Embedded
ARM Cortex-A57 4 Core 2091 MHz,1,4,,"1,170",,413,,,,Apr 2022,Unknown,Mobile/Embedded
ARM Cortex-A57 8 Core 1500 MHz,1,8,,"1,022",,346,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A57 8 Core 1766 MHz,1,8,,"3,766",,"1,153",,,,Nov 2022,Unknown,Mobile/Embedded
ARM Cortex-A7 2 Core 1080 MHz,1,2,,142,,200,,,,May 2021,Unknown,Mobile/Embedded
ARM Cortex-A7 2 Core 960 MHz,1,2,,111,,160,,,,Mar 2021,Unknown,Mobile/Embedded
ARM Cortex-A7 2 Core 996 MHz,1,2,,138,,192,,,,Feb 2023,Unknown,Mobile/Embedded
ARM Cortex-A7 4 Core 1000 MHz,1,4,,278,,194,,,,May 2024,Unknown,Mobile/Embedded
ARM Cortex-A7 4 Core 1008 MHz,1,4,,269,,198,,,,Oct 2022,Unknown,Mobile/Embedded
ARM Cortex-A7 4 Core 1200 MHz,1,4,,262,,198,,,,Mar 2021,Unknown,Mobile/Embedded
ARM Cortex-A7 4 Core 1296 MHz,1,4,,225,,162,,,,Nov 2023,Unknown,Mobile/Embedded
ARM Cortex-A7 4 Core 1300 MHz,1,4,,343,,247,,,,Mar 2022,Unknown,Mobile/Embedded
ARM Cortex-A7 4 Core 1368 MHz,1,4,,354,,266,,,,Apr 2021,Unknown,Mobile/Embedded
ARM Cortex-A7 4 Core 900 MHz,1,4,,229,,164,,,,Mar 2021,Unknown,Mobile/Embedded
ARM Cortex-A72 16 Core 2200 MHz,1,16,,"5,470",,601,,,,Jan 2023,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1000 MHz,1,4,,608,,354,,,,Mar 2023,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1200 MHz,1,4,,174,,178,,,,Aug 2022,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1416 MHz,1,4,,927,,491,,,,Aug 2023,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1500 MHz,1,4,,627,,449,,,,Jan 2021,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1600 MHz,1,4,,667,,429,,,,Jul 2022,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1700 MHz,1,4,,577,,455,,,,Mar 2023,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1750 MHz,1,4,,335,,463,,,,Aug 2021,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1800 MHz,1,4,,693,,512,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1850 MHz,1,4,,199,,343,,,,Aug 2021,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 1900 MHz,1,4,,755,,562,,,,Aug 2022,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 2000 MHz,1,4,,772,,575,,,,Feb 2021,Unknown,Mobile/Embedded
ARM Cortex-A72 4 Core 2016 MHz,1,4,,"2,186",,614,,,,Aug 2024,Unknown,Unknown
ARM Cortex-A72 4 Core 2100 MHz,1,4,,674,,545,,,,Aug 2021,Unknown,Mobile/Embedded
