cpu_name,num_sockets,cores,price,cpu_mark,cpu_value,thread_mark,thread_value,tdp,power_perf,test_date,socket,category
Intel Core Ultra 7 155H,1,16,,"25,089",,"3,539",,28,896.02,Sep 2023,Unknown,Laptop
Intel Core Ultra 7 155U,1,12,490.00,"16,734",34.15,"3,446",7.03,15,"1,115.62",Mar 2024,FCBGA2049,Laptop
Intel Core Ultra 7 164U,1,12,,"15,106",,"3,151",,9,"1,678.50",May 2024,FCBGA2551,Laptop
Intel Core Ultra 7 165H,1,16,,"26,080",,"3,504",,28,931.44,Dec 2023,FCBGA2049,Laptop
Intel Core Ultra 7 165U,1,12,,"17,524",,"3,389",,15,"1,168.24",Jan 2024,Unknown,Laptop
Intel Core Ultra 7 258V,1,8,,"19,148",,"3,653",,17,"1,126.33",Sep 2024,Unknown,Laptop
Intel Core Ultra 9 185H,1,16,,"29,438",,"3,704",,45,654.18,Dec 2023,FCBGA2049,Laptop
Intel Core2 Duo E4300 @ 1.80GHz,1,2,39.00,593,15.20,662,16.98,65,9.12,Oct 2009,LGA775,Desktop
Intel Core2 Duo E4400 @ 2.00GHz,1,2,19.99,701,35.04,779,38.97,65,10.78,Dec 2008,LGA775,Desktop
Intel Core2 Duo E4500 @ 2.20GHz,1,2,11.00,739,67.15,813,73.87,65,11.36,Dec 2008,LGA775,Desktop
Intel Core2 Duo E4600 @ 2.40GHz,1,2,157.95,870,5.51,927,5.87,65,13.39,Dec 2008,LGA775,Desktop
Intel Core2 Duo E4700 @ 2.60GHz,1,2,26.99,908,33.63,990,36.67,65,13.96,Dec 2008,LGA775,Desktop
Intel Core2 Duo E6300 @ 1.86GHz,1,2,89.95,634,7.05,690,7.67,65,9.75,Nov 2008,"LGA775, PLGA775",Desktop
Intel Core2 Duo E6320 @ 1.86GHz,1,2,39.99,717,17.94,712,17.80,65,11.04,Dec 2008,PLGA775,Desktop
Intel Core2 Duo E6400 @ 2.13GHz,1,2,29.94,780,26.05,825,27.56,65,12.00,Mar 2009,LGA775,Desktop
Intel Core2 Duo E6420 @ 2.13GHz,1,2,39.99,760,19.00,785,19.62,65,11.69,Nov 2008,PLGA775,Desktop
Intel Core2 Duo E6540 @ 2.33GHz,1,2,,808,,969,,65,12.43,May 2009,LGA775,Desktop
Intel Core2 Duo E6550 @ 2.33GHz,1,2,13.30,898,67.54,909,68.36,65,13.82,Nov 2008,LGA775,Desktop
Intel Core2 Duo E6600 @ 2.40GHz,1,2,17.46,942,53.94,946,54.17,65,14.49,Nov 2008,PLGA775,Desktop
Intel Core2 Duo E6700 @ 2.66GHz,1,2,29.99,990,33.02,"1,023",34.12,65,15.23,Jan 2010,LGA775,Desktop
Intel Core2 Duo E6750 @ 2.66GHz,1,2,10.30,"1,013",98.39,"1,028",99.80,65,15.59,Nov 2008,LGA775,Desktop
Intel Core2 Duo E6850 @ 3.00GHz,1,2,51.20,"1,130",22.08,"1,183",23.10,65,17.39,Nov 2008,LGA775,Desktop
Intel Core2 Duo E7200 @ 2.53GHz,1,2,47.00,996,21.19,"1,059",22.53,65,15.33,Dec 2008,LGA775,Desktop
Intel Core2 Duo E7300 @ 2.66GHz,1,2,49.96,942,18.85,"1,065",21.32,65,14.49,Nov 2008,LGA775,Desktop
Intel Core2 Duo E7400 @ 2.80GHz,1,2,48.99,"1,027",20.96,"1,108",22.61,65,15.80,Dec 2008,LGA775,Desktop
Intel Core2 Duo E7500 @ 2.93GHz,1,2,99.63,"1,136",11.40,"1,206",12.11,65,17.48,Mar 2009,LGA775,Desktop
Intel Core2 Duo E7600 @ 3.06GHz,1,2,119.95,"1,165",9.72,"1,263",10.53,65,17.93,Jun 2009,LGA775,Desktop
Intel Core2 Duo E8135 @ 2.40GHz,1,2,,973,,"1,028",,,,Apr 2009,Unknown,Desktop
Intel Core2 Duo E8135 @ 2.66GHz,1,2,,"1,112",,"1,127",,,,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8200 @ 2.66GHz,1,2,75.99,"1,119",14.72,"1,143",15.04,65,17.21,Nov 2008,LGA775,Desktop
Intel Core2 Duo E8235 @ 2.80GHz,1,2,,"1,020",,"1,112",,,,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8290 @ 2.83GHz,1,2,,"1,408",,"1,302",,65,21.66,Nov 2012,LGA775,Desktop
Intel Core2 Duo E8300 @ 2.83GHz,1,2,19.99,997,49.86,"1,075",53.77,65,15.33,Dec 2008,LGA775,Desktop
Intel Core2 Duo E8335 @ 2.66GHz,1,2,,"1,057",,"1,157",,,,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8335 @ 2.93GHz,1,2,,"1,002",,"1,132",,,,Jun 2009,Socket P,Laptop
Intel Core2 Duo E8400 @ 3.00GHz,1,2,76.99,"1,205",15.65,"1,238",16.07,65,18.54,Nov 2008,LGA775,Desktop
Intel Core2 Duo E8435 @ 3.06GHz,1,2,59.99,"1,104",18.41,"1,223",20.38,,,Mar 2009,Socket P,Laptop
Intel Core2 Duo E8500 @ 3.16GHz,1,2,19.74,"1,271",64.37,"1,323",67.02,65,19.55,Nov 2008,LGA775,Desktop
Intel Core2 Duo E8600 @ 3.33GHz,1,2,76.46,"1,376",18.00,"1,401",18.32,65,21.17,Nov 2008,LGA775,Desktop
Intel Core2 Duo L7100 @ 1.20GHz,1,2,,467,,484,,,,Dec 2008,BGA956,Laptop
Intel Core2 Duo L7300 @ 1.40GHz,1,2,,536,,551,,17,31.50,Jun 2009,BGA479,Laptop
Intel Core2 Duo L7400 @ 1.50GHz,1,2,,516,,555,,17,30.32,May 2011,BGA479,Laptop
Intel Core2 Duo L7500 @ 1.60GHz,1,2,,657,,664,,17,38.62,Feb 2009,BGA479,Laptop
Intel Core2 Duo L7700 @ 1.80GHz,1,2,,607,,748,,17,35.69,Apr 2009,Unknown,Laptop
Intel Core2 Duo L7800 @ 2.00GHz,1,2,,680,,622,,,,Dec 2012,Unknown,Unknown
Intel Core2 Duo L9300 @ 1.60GHz,1,2,,690,,703,,17,40.60,Apr 2009,BGA956,Laptop
Intel Core2 Duo L9600 @ 2.13GHz,1,2,,788,,849,,17,46.35,Oct 2009,BGA956,Laptop
Intel Core2 Duo P7350 @ 2.00GHz,1,2,19.99,748,37.43,796,39.83,25,29.93,Dec 2008,BGA479,Laptop
Intel Core2 Duo P7370 @ 2.00GHz,1,2,,790,,793,,25,31.58,Dec 2008,PGA478,Laptop
Intel Core2 Duo P7450 @ 2.13GHz,1,2,39.99,783,19.58,837,20.92,25,31.32,Feb 2009,PGA478,Laptop
Intel Core2 Duo P7550 @ 2.26GHz,1,2,229.99,856,3.72,969,4.21,25,34.23,Jun 2009,PGA478,Laptop
Intel Core2 Duo P7570 @ 2.26GHz,1,2,,845,,930,,25,33.79,Oct 2009,PGA478,Laptop
Intel Core2 Duo P8400 @ 2.26GHz,1,2,297.01,850,2.86,921,3.10,25,33.98,Dec 2008,BGA479,Laptop
Intel Core2 Duo P8600 @ 2.40GHz,1,2,49.18,845,17.18,943,19.17,25,33.79,Dec 2008,BGA479,Laptop
Intel Core2 Duo P8700 @ 2.53GHz,1,2,84.95,961,11.31,"1,024",12.05,25,38.43,Mar 2009,BGA479,Laptop
Intel Core2 Duo P8800 @ 2.66GHz,1,2,56.99,937,16.44,"1,075",18.87,25,37.48,Jul 2009,BGA479,Laptop
Intel Core2 Duo P9300 @ 2.26GHz,1,2,,952,,950,,,,Mar 2009,Unknown,Laptop
Intel Core2 Duo P9500 @ 2.53GHz,1,2,998.99,993,0.99,"1,057",1.06,25,39.71,Dec 2008,BGA479,Laptop
Intel Core2 Duo P9600 @ 2.53GHz,1,2,22.50,"1,040",46.23,"1,082",48.09,25,41.61,Aug 2009,PGA478,Laptop
Intel Core2 Duo P9600 @ 2.66GHz,1,2,,"1,088",,"1,120",,25,43.50,Mar 2009,PGA478,Laptop
Intel Core2 Duo P9700 @ 2.80GHz,1,2,,"1,149",,"1,157",,28,41.04,Jun 2009,PGA478,Laptop
Intel Core2 Duo SL9400 @ 1.86GHz,1,2,253.00,759,3.00,786,3.11,17,44.65,Feb 2009,BGA956,Laptop
Intel Core2 Duo SP9400 @ 2.40GHz,1,2,284.00,863,3.04,929,3.27,25,34.51,Mar 2009,BGA956,Laptop
Intel Core2 Duo SU9400 @ 1.40GHz,1,2,,503,,583,,10,50.35,Feb 2009,BGA956,Laptop
Intel Core2 Duo T5200 @ 1.60GHz,1,2,,470,,592,,34,13.81,Feb 2009,Socket M,Laptop
Intel Core2 Duo T5250 @ 1.50GHz,1,2,89.95,549,6.11,567,6.31,35,15.69,Dec 2008,PGA478,Laptop
Intel Core2 Duo T5270 @ 1.40GHz,1,2,,427,,535,,35,12.19,Nov 2008,PGA478,Laptop
Intel Core2 Duo T5300 @ 1.73GHz,1,2,,530,,533,,34,15.58,Mar 2009,PGA478,Laptop
Intel Core2 Duo T5450 @ 1.66GHz,1,2,,583,,592,,35,16.64,Jan 2009,PGA478,Laptop
Intel Core2 Duo T5470 @ 1.60GHz,1,2,,590,,636,,35,16.85,Feb 2009,PGA478,Laptop
Intel Core2 Duo T5500 @ 1.66GHz,1,2,,548,,608,,34,16.12,Feb 2009,PGA478,Laptop
Intel Core2 Duo T5550 @ 1.83GHz,1,2,,637,,680,,35,18.21,Nov 2008,PGA478,Laptop
Intel Core2 Duo T5600 @ 1.83GHz,1,2,,658,,678,,34,19.35,Dec 2008,PGA478,Laptop
Intel Core2 Duo T5670 @ 1.80GHz,1,2,,587,,664,,35,16.77,Mar 2009,Socket P,Laptop
Intel Core2 Duo T5750 @ 2.00GHz,1,2,9.99,693,69.37,741,74.19,35,19.80,Dec 2008,Socket P,Laptop
Intel Core2 Duo T5800 @ 2.00GHz,1,2,,628,,725,,35,17.94,Dec 2008,PGA478,Laptop
Intel Core2 Duo T5850 @ 2.16GHz,1,2,27.79,687,24.73,787,28.32,,,Mar 2009,Socket P,Laptop
Intel Core2 Duo T5870 @ 2.00GHz,1,2,,698,,740,,35,19.95,Dec 2008,"PPGA478, Socket",Laptop
Intel Core2 Duo T5900 @ 2.20GHz,1,2,,652,,768,,,,Mar 2009,Socket P,Laptop
Intel Core2 Duo T6400 @ 2.00GHz,1,2,14.99,726,48.46,796,53.09,35,20.75,Feb 2009,PGA478,Laptop
Intel Core2 Duo T6500 @ 2.10GHz,1,2,14.99,742,49.52,835,55.68,35,21.21,Jun 2009,PGA478,Laptop
Intel Core2 Duo T6570 @ 2.10GHz,1,2,38.50,758,19.69,843,21.89,35,21.66,Mar 2009,PGA478,Laptop
Intel Core2 Duo T6600 @ 2.20GHz,1,2,39.97,793,19.83,860,21.51,35,22.65,Feb 2009,PGA478,Laptop
Intel Core2 Duo T6670 @ 2.20GHz,1,2,,818,,881,,35,23.37,Jul 2009,PGA478,Laptop
Intel Core2 Duo T7100 @ 1.80GHz,1,2,14.99,604,40.28,688,45.92,35,17.25,Feb 2009,BGA479,Laptop
Intel Core2 Duo T7200 @ 2.00GHz,1,2,95.04,738,7.77,743,7.82,34,21.71,Nov 2008,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7250 @ 2.00GHz,1,2,201.48,708,3.52,771,3.82,35,20.24,Feb 2009,BGA479,Laptop
Intel Core2 Duo T7300 @ 2.00GHz,1,2,89.95,680,7.56,762,8.47,35,19.42,Dec 2008,BGA479,Laptop
Intel Core2 Duo T7400 @ 2.16GHz,1,2,149.95,761,5.07,757,5.05,34,22.38,Jul 2010,BGA479,Laptop
Intel Core2 Duo T7500 @ 2.20GHz,1,2,59.00,828,14.04,863,14.63,35,23.67,Nov 2008,BGA479,Laptop
Intel Core2 Duo T7600 @ 2.33GHz,1,2,99.95,824,8.24,874,8.74,34,24.23,Dec 2008,"PBGA479, PPGA478",Laptop
Intel Core2 Duo T7700 @ 2.40GHz,1,2,129.95,948,7.29,969,7.46,35,27.07,Nov 2008,BGA479,Laptop
Intel Core2 Duo T7800 @ 2.60GHz,1,2,607.99,932,1.53,945,1.55,35,26.64,Mar 2009,BGA479,Laptop
Intel Core2 Duo T8100 @ 2.10GHz,1,2,999.99,768,0.77,832,0.83,35,21.94,Dec 2008,BGA479,Laptop
Intel Core2 Duo T8300 @ 2.40GHz,1,2,108.95,896,8.23,970,8.90,35,25.61,Dec 2008,BGA479,Laptop
Intel Core2 Duo T9300 @ 2.50GHz,1,2,94.95,979,10.31,"1,025",10.79,35,27.98,Dec 2008,BGA479,Laptop
Intel Core2 Duo T9400 @ 2.53GHz,1,2,34.95,"1,009",28.87,"1,046",29.93,35,28.83,Jan 2009,BGA479,Laptop
Intel Core2 Duo T9500 @ 2.60GHz,1,2,108.02,"1,046",9.68,"1,074",9.94,35,29.87,Jan 2009,BGA479,Laptop
Intel Core2 Duo T9550 @ 2.66GHz,1,2,298.95,972,3.25,"1,068",3.57,35,27.77,Feb 2009,BGA479,Laptop
Intel Core2 Duo T9600 @ 2.80GHz,1,2,54.95,"1,074",19.54,"1,120",20.39,35,30.68,Feb 2009,BGA479,Laptop
Intel Core2 Duo T9800 @ 2.93GHz,1,2,423.89,"1,216",2.87,"1,236",2.92,35,34.75,Feb 2009,BGA479,Laptop
Intel Core2 Duo T9900 @ 3.06GHz,1,2,398.95,"1,187",2.98,"1,183",2.96,35,33.92,Jul 2009,"BGA479,PGA478",Laptop
Intel Core2 Duo U7300 @ 1.30GHz,1,2,,522,,531,,10,52.16,Oct 2009,BGA956,Laptop
Intel Core2 Duo U7500 @ 1.06GHz,1,2,,392,,393,,10,39.25,Mar 2009,BGA479,Laptop
Intel Core2 Duo U7600 @ 1.20GHz,1,2,,347,,429,,10,34.74,Feb 2009,BGA479,Laptop
Intel Core2 Duo U7700 @ 1.33GHz,1,2,,429,,442,,10,42.93,Dec 2008,Unknown,Laptop
Intel Core2 Duo U9300 @ 1.20GHz,1,2,,440,,502,,10,43.98,May 2009,BGA956,Laptop
Intel Core2 Duo U9600 @ 1.60GHz,1,2,,577,,659,,10,57.73,Aug 2009,BGA956,Laptop
Intel Core2 Extreme Q6800 @ 2.93GHz,1,4,1125.00,"2,145",1.91,"1,124",1.00,75,28.61,Dec 2008,LGA775,Desktop
Intel Core2 Extreme Q6850 @ 3.00GHz,1,4,1495.95,"2,304",1.54,"1,231",0.82,130,17.72,Nov 2008,LGA775,Desktop
Intel Core2 Extreme Q9200 @ 2.40GHz,1,4,,"2,011",,"1,080",,,,Nov 2019,Unknown,Desktop
Intel Core2 Extreme Q9300 @ 2.53GHz,1,4,,"1,966",,"1,081",,45,43.68,Dec 2008,PGA478,Desktop
Intel Core2 Extreme X6800 @ 2.93GHz,1,2,263.64,"1,095",4.15,"1,107",4.20,75,14.60,Dec 2008,PLGA775,Desktop
Intel Core2 Extreme X7800 @ 2.60GHz,1,2,,"1,138",,"1,077",,44,25.87,May 2009,PGA478,Laptop
Intel Core2 Extreme X7900 @ 2.80GHz,1,2,159.95,"1,104",6.91,"1,085",6.79,44,25.10,Mar 2009,PGA478,Laptop
Intel Core2 Extreme X9000 @ 2.80GHz,1,2,409.95,"1,099",2.68,"1,098",2.68,44,24.97,Feb 2009,PGA478,Laptop
Intel Core2 Extreme X9100 @ 3.06GHz,1,2,851.00,"1,171",1.38,"1,178",1.38,44,26.61,Dec 2008,PGA478,Laptop
Intel Core2 Extreme X9650 @ 3.00GHz,1,4,859.99,"2,404",2.80,"1,258",1.46,130,18.49,Nov 2008,LGA775,Desktop
Intel Core2 Extreme X9750 @ 3.16GHz,1,4,,"2,348",,"1,352",,,,Mar 2009,Unknown,Desktop
Intel Core2 Extreme X9770 @ 3.20GHz,1,4,1608.95,"2,689",1.67,"1,395",0.87,136,19.77,Nov 2008,LGA775,Desktop
Intel Core2 Extreme X9775 @ 3.20GHz,1,4,1805.95,"2,780",1.54,"1,451",0.80,150,18.53,Feb 2009,LGA771,Desktop
Intel Core2 Quad Q6600 @ 2.40GHz,1,4,37.91,"1,816",47.91,951,25.09,105,17.30,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q6700 @ 2.66GHz,1,4,129.95,"2,093",16.11,"1,077",8.29,105,19.93,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q8200 @ 2.33GHz,1,4,63.99,"1,777",27.78,999,15.61,95,18.71,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q8300 @ 2.50GHz,1,4,79.10,"1,892",23.92,"1,060",13.40,95,19.92,Feb 2009,LGA775,Desktop
Intel Core2 Quad Q8400 @ 2.66GHz,1,4,128.88,"2,068",16.04,"1,144",8.88,95,21.76,May 2009,LGA775,Desktop
Intel Core2 Quad Q9000 @ 2.00GHz,1,4,120.79,"1,575",13.04,881,7.30,45,34.99,Feb 2009,PGA478,Laptop
Intel Core2 Quad Q9100 @ 2.26GHz,1,4,385.89,"1,915",4.96,986,2.56,45,42.56,Apr 2009,PGA478,Laptop
Intel Core2 Quad Q9300 @ 2.50GHz,1,4,38.04,"1,984",52.14,"1,081",28.42,95,20.88,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9400 @ 2.66GHz,1,4,28.02,"2,130",76.02,"1,138",40.62,95,22.42,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9450 @ 2.66GHz,1,4,35.70,"2,189",61.31,"1,128",31.60,95,23.04,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9500 @ 2.83GHz,1,4,49.01,"2,224",45.38,"1,215",24.79,95,23.41,May 2010,LGA775,Desktop
Intel Core2 Quad Q9505 @ 2.83GHz,1,4,49.99,"2,156",43.13,"1,184",23.68,95,22.70,Nov 2009,LGA775,Desktop
Intel Core2 Quad Q9550 @ 2.83GHz,1,4,48.02,"2,344",48.82,"1,220",25.42,95,24.68,Nov 2008,LGA775,Desktop
Intel Core2 Quad Q9650 @ 3.00GHz,1,4,54.44,"2,471",45.38,"1,283",23.56,95,26.01,Dec 2008,LGA775,Desktop
Intel Core2 Solo U2100 @ 1.06GHz,1,1,,233,,258,,5.5,42.43,May 2009,Unknown,Laptop
Intel Core2 Solo U3500 @ 1.40GHz,1,1,,252,,546,,5.5,45.80,Jul 2009,BGA956,Laptop
Intel CoreT i5-1350P,1,12,,"19,976",,"3,636",,28,713.44,May 2024,FCBGA1744,Mobile/Embedded
Intel N100,1,4,128.00,"5,505",43.01,"1,947",15.21,6,917.46,Jan 2023,FCBGA1264,Mobile/Embedded
Intel N200,1,4,193.00,"5,145",26.66,"1,917",9.93,6,857.49,Jan 2023,FCBGA1264,Mobile/Embedded
Intel N50,1,2,,"2,907",,"1,790",,6,484.46,Aug 2023,FCBGA1264,Mobile/Embedded
Intel N95,1,4,,"5,372",,"1,931",,15,358.13,Feb 2023,Unknown,"Laptop, Mobile/Embedded"
Intel N97,1,4,128.00,"5,816",45.44,"2,043",15.96,12,484.68,Apr 2023,FCBGA1264,Mobile/Embedded
Intel Pentium 1403 @ 2.60GHz,1,2,,"1,851",,990,,80,23.14,May 2013,LGA1356,Server
Intel Pentium 1403 v2 @ 2.60GHz,1,2,,"2,284",,"1,391",,80,28.55,Sep 2018,Unknown,Server
Intel Pentium 2020M @ 2.40GHz,1,2,134.00,"1,379",10.29,"1,268",9.46,35,39.39,Feb 2013,FCPGA988,Laptop
Intel Pentium 2030M @ 2.50GHz,1,2,134.00,"1,413",10.54,"1,222",9.12,35,40.37,Oct 2013,FCPGA988,Laptop
Intel Pentium 2117U @ 1.80GHz,1,2,134.00,"1,021",7.62,930,6.94,17,60.08,Mar 2013,FCBGA1023,Laptop
Intel Pentium 2127U @ 1.90GHz,1,2,134.00,"1,064",7.94,969,7.23,17,62.60,Aug 2013,FCBGA1023,Laptop
Intel Pentium 2129Y @ 1.10GHz,1,2,134.00,587,4.38,564,4.21,10,58.70,Jan 2014,FCBGA1023,Laptop
Intel Pentium 3550M @ 2.30GHz,1,2,215.92,"1,330",6.16,"1,184",5.49,37,35.94,Feb 2014,FCPGA946,Laptop
Intel Pentium 3556U @ 1.70GHz,1,2,,"1,058",,951,,15,70.57,Dec 2013,BGA1168,Laptop
Intel Pentium 3558U @ 1.70GHz,1,2,,"1,036",,946,,15,69.07,Jul 2014,FCBGA1168,Laptop
Intel Pentium 3560M @ 2.40GHz,1,2,37.99,"1,345",35.41,"1,221",32.13,37,36.36,Jan 2015,FCPGA946,Laptop
Intel Pentium 3560Y @ 1.20GHz,1,2,,849,,700,,11.5,73.83,Nov 2013,BGA1168,Laptop
Intel Pentium 3805U @ 1.90GHz,1,2,,"1,180",,"1,099",,15,78.70,Feb 2015,FCBGA1168,Laptop
Intel Pentium 3825U @ 1.90GHz,1,2,,"1,399",,"1,103",,15,93.27,Aug 2015,FCBGA1168,Laptop
Intel Pentium 4 1.50GHz,1,1,,86,,228,,57.8,1.48,Mar 2009,PGA423,Desktop
Intel Pentium 4 1.60GHz,1,1,,84,,225,,38,2.22,Feb 2009,PGA478,Desktop
Intel Pentium 4 1.70GHz,1,1,,86,,254,,64,1.35,Mar 2009,PGA423,Desktop
Intel Pentium 4 1.80GHz,1,1,,115,,318,,68.1,1.68,Dec 2008,PGA478,Desktop
Intel Pentium 4 1.90GHz,1,1,,104,,292,,69.2,1.50,Feb 2009,PGA423,Desktop
Intel Pentium 4 1300MHz,1,1,,77,,203,,51.6,1.50,Mar 2009,PGA423,Desktop
Intel Pentium 4 1400MHz,1,1,,83,,180,,54.7,1.52,Mar 2009,PGA423,Desktop
Intel Pentium 4 1500MHz,1,1,,81,,223,,57.8,1.41,Mar 2009,PGA423,Desktop
Intel Pentium 4 1700MHz,1,1,84.99,100,1.18,266,3.13,64,1.57,Mar 2009,PGA423,Desktop
Intel Pentium 4 1800MHz,1,1,,114,,317,,68.1,1.67,Feb 2009,PGA478,Desktop
Intel Pentium 4 2.00GHz,1,1,,133,,349,,54.3,2.45,Jan 2009,PGA478,Desktop
Intel Pentium 4 2.20GHz,1,1,,157,,379,,57.1,2.76,Jan 2009,PGA478,Desktop
Intel Pentium 4 2.26GHz,1,1,,151,,409,,58,2.60,Feb 2009,PGA478,Desktop
Intel Pentium 4 2.40GHz,1,1,,131,,360,,59.8,2.20,Dec 2008,PGA478,Desktop
Intel Pentium 4 2.50GHz,1,1,,160,,385,,61,2.62,Mar 2009,PGA478,Desktop
Intel Pentium 4 2.53GHz,1,1,,162,,442,,61.5,2.64,Feb 2009,PGA478,Desktop
Intel Pentium 4 2.60GHz,1,1,,215,,494,,69,3.11,Dec 2008,PGA478,Desktop
Intel Pentium 4 2.66GHz,1,1,,157,,431,,66.1,2.38,Jan 2009,PGA478,Desktop
Intel Pentium 4 2.80GHz,1,1,,237,,509,,69.7,3.40,Nov 2008,PGA478,Desktop
Intel Pentium 4 2.93GHz,1,1,,150,,269,,,,Feb 2009,Unknown,Desktop
Intel Pentium 4 3.00GHz,1,1,,317,,537,,81.9,3.87,Nov 2008,PGA478,Desktop
Intel Pentium 4 3.06GHz,1,1,,249,,551,,81.8,3.04,Feb 2009,PGA478,Desktop
Intel Pentium 4 3.20GHz,1,1,,330,,547,,82,4.03,Nov 2008,PGA478,Desktop
Intel Pentium 4 3.40GHz,1,1,,298,,649,,89,3.35,Dec 2008,PGA478,Desktop
Intel Pentium 4 3.46GHz,1,1,,295,,512,,110.7,2.67,Mar 2009,Unknown,Desktop
Intel Pentium 4 3.60GHz,1,1,,315,,447,,115,2.74,Nov 2008,Unknown,Desktop
Intel Pentium 4 3.73GHz,1,1,,385,,572,,115,3.35,Mar 2009,Unknown,Desktop
Intel Pentium 4 3.80GHz,1,1,,358,,671,,65,5.51,Dec 2008,Unknown,Desktop
Intel Pentium 4 3.83GHz,1,1,,154,,237,,,,May 2018,Unknown,Desktop
Intel Pentium 4 Mobile 1.60GHz,1,1,,116,,254,,,,Feb 2009,Unknown,Laptop
Intel Pentium 4 Mobile 1.80GHz,1,1,,114,,195,,,,May 2009,Unknown,Laptop
Intel Pentium 4 Mobile 1.90GHz,1,1,,136,,282,,,,Jul 2009,Unknown,Laptop
Intel Pentium 4 Mobile 2.00GHz,1,1,,132,,310,,,,Jun 2009,Unknown,Laptop
Intel Pentium 4405U @ 2.10GHz,1,2,,"2,117",,"1,203",,15,141.11,Dec 2015,FCBGA1356,Laptop
Intel Pentium 4405Y @ 1.50GHz,1,2,,"1,526",,886,,6,254.30,May 2016,FCBGA1515,Laptop
Intel Pentium 4410Y @ 1.50GHz,1,2,615.00,"1,384",2.25,755,1.23,6,230.64,Nov 2017,FCBGA1515,Laptop
Intel Pentium 4415U @ 2.30GHz,1,2,,"2,232",,"1,280",,15,148.83,Mar 2017,BGA1356,Laptop
Intel Pentium 4415Y @ 1.60GHz,1,2,161.00,"1,581",9.82,866,5.38,6,263.47,Aug 2018,FCBGA1515,Laptop
Intel Pentium 4417U @ 2.30GHz,1,2,161.00,"2,245",13.94,"1,297",8.05,15,149.65,Mar 2019,FCBGA1356,Laptop
Intel Pentium 4425Y @ 1.70GHz,1,2,161.00,"1,704",10.58,958,5.95,6,283.93,Jul 2020,FCBGA1515,Laptop
Intel Pentium 5405U @ 2.30GHz,1,2,161.00,"2,257",14.02,"1,310",8.13,15,150.46,Apr 2019,FCBGA1528,Laptop
Intel Pentium 6405U @ 2.40GHz,1,2,161.00,"2,356",14.64,"1,378",8.56,15,157.09,May 2020,FCBGA1528,Laptop
Intel Pentium 6805 @ 1.10GHz,1,2,161.00,"4,424",27.48,"1,834",11.39,15,294.91,Jul 2021,FCBGA1526,Laptop
Intel Pentium 957 @ 1.20GHz,1,2,134.00,622,4.64,574,4.28,17,36.59,Aug 2011,FCBGA1023,Laptop
Intel Pentium 967 @ 1.30GHz,1,2,,643,,616,,17,37.81,Mar 2012,FCBGA1023,Laptop
Intel Pentium 987 @ 1.50GHz,1,2,,657,,625,,17,38.63,Jul 2012,FCBGA1023,Laptop
Intel Pentium 997 @ 1.60GHz,1,2,,809,,746,,17,47.61,Nov 2012,BGA-1023,Desktop
Intel Pentium A1018 @ 2.10GHz,1,2,,"1,210",,"1,085",,35,34.56,Aug 2014,FCPGA988,Laptop
Intel Pentium A1020 @ 2.41GHz,1,4,,"1,249",,726,,10,124.92,Feb 2020,FCBGA1170,Laptop
Intel Pentium B940 @ 2.00GHz,1,2,89.95,849,9.44,849,9.44,35,24.26,Jun 2011,PGA988,Laptop
Intel Pentium B950 @ 2.10GHz,1,2,,998,,941,,35,28.52,Jun 2011,PGA988,Laptop
Intel Pentium B960 @ 2.20GHz,1,2,38.68,976,25.24,967,25.00,35,27.89,Jan 2012,PGA988,Laptop
Intel Pentium B970 @ 2.30GHz,1,2,50.99,"1,088",21.33,"1,031",20.22,35,31.07,Jul 2012,PGA988,Laptop
Intel Pentium B980 @ 2.40GHz,1,2,35.81,"1,082",30.22,"1,047",29.23,35,30.92,Dec 2012,FCPGA988,Laptop
Intel Pentium D 3.40GHz,1,2,,736,,723,,,,Aug 2022,Unknown,Desktop
Intel Pentium D 805 @ 2.66GHz,1,2,,374,,497,,95,3.93,Dec 2008,PLGA775,Desktop
Intel Pentium D 830 @ 3.00GHz,1,2,,564,,574,,95,5.94,Dec 2008,PLGA775,Desktop
Intel Pentium D 915 @ 2.80GHz,1,2,,465,,532,,95,4.89,Dec 2008,PLGA775,Desktop
Intel Pentium D 940 @ 3.20GHz,1,2,,552,,609,,130,4.25,Dec 2008,PLGA775,Desktop
Intel Pentium D 950 @ 3.40GHz,1,2,,681,,695,,130,5.24,Nov 2008,PLGA775,Desktop
Intel Pentium D 960 @ 3.60GHz,1,2,,807,,782,,130,6.21,Apr 2009,PLGA775,Desktop
Intel Pentium D1508 @ 2.20GHz,1,2,129.00,"3,240",25.12,"1,760",13.64,25,129.60,Dec 2017,FCBGA1667,Server
Intel Pentium Dual T2390 @ 1.86GHz,1,2,,745,,712,,35,21.28,Aug 2022,PPGA478,Laptop
