videocard_name,price,g3d_mark,videocard_value,g2d_mark,tdp,power_perf,vram,test_date,category
Radeon PRO W6600,,"15,601",,983,,,,Aug 2021,Unknown
Radeon PRO W6600M,,"9,522",,797,,,,Feb 2024,Mobile
Radeon PRO W6600X,,"13,113",,856,,,,Oct 2022,Unknown
Radeon PRO W6800,1849.99,"19,925",10.77,934,,,,Jun 2021,Unknown
Radeon PRO W7500,,"14,226",,"1,189",,,,Aug 2023,Unknown
Radeon PRO W7600,,"14,131",,"1,015",,,,Aug 2023,Unknown
Radeon PRO W7700,,"19,481",,"1,020",,,,Jan 2024,Unknown
Radeon PRO W7800,,"28,601",,"1,147",,,,Jun 2023,Unknown
Radeon PRO W7900,,"29,191",,"1,120",,,,May 2023,Unknown
Radeon Pro WX 2100,,"1,834",,393,35,52.40,2048,Aug 2017,Mobile
Radeon Pro WX 3100,,"2,557",,428,50,51.13,4096,Jul 2017,Workstation
Radeon Pro WX 3200,158.35,"2,438",15.39,418,65,37.50,4096,Nov 2019,Mobile
Radeon Pro WX 4100,499.99,"3,641",7.28,643,50,72.82,4096,Mar 2017,Desktop
Radeon Pro WX 4130,,"2,022",,342,50,40.44,4096,Aug 2017,Mobile
Radeon Pro WX 4150,610.04,"2,615",4.29,411,50,52.31,4096,Jul 2017,Mobile
Radeon Pro WX 4170,,"1,409",,427,50,28.18,4096,Dec 2019,Mobile
Radeon Pro WX 5100,359.99,"5,565",15.46,773,75,74.20,8096,Dec 2016,Workstation
Radeon Pro WX 7100,1047.99,"7,905",7.54,818,130,60.81,8192,Nov 2016,Workstation
Radeon Pro WX 7130,,"6,715",,532,130,51.66,8192,Jan 2020,Mobile
Radeon Pro WX 8200,1599.39,"13,581",8.49,804,230,59.05,8192,Aug 2018,Desktop
Radeon Pro WX 9100,,"12,470",,732,230,54.22,16384,Oct 2017,Desktop
Radeon Pro WX Vega M GL,,"4,643",,405,65,71.44,4096,Jun 2019,Mobile
Radeon R1E,,301,,179,,,,Mar 2017,Unknown
Radeon R2,,248,,68,,,,Jul 2014,Unknown
Radeon R2E,,212,,90,,,,Jul 2014,Unknown
Radeon R3,,307,,95,,,,Jul 2014,Unknown
Radeon R3E,,225,,87,,,,Jan 2015,Unknown
Radeon R4,396.99,336,0.85,99,,,,Jul 2014,Unknown
Radeon R4E,,487,,366,,,,Nov 2017,Unknown
Radeon R5 220,85.26,148,1.74,111,19,7.79,1024,Feb 2015,Desktop
Radeon R5 230,81.10,222,2.74,255,,,,Jan 2018,Unknown
Radeon R5 235,60.13,336,5.59,164,35,9.61,1024,Feb 2014,Desktop
Radeon R5 235 + HD 7560D Dual,,744,,441,,,,May 2014,Unknown
Radeon R5 235 + HD 8570D Dual,,738,,486,,,,Jul 2015,Unknown
Radeon R5 235X,,277,,202,18,15.40,1024,Dec 2014,Desktop
Radeon R5 240,85.00,544,6.40,193,50,10.87,2048,Sep 2014,Desktop
Radeon R5 310,499.00,332,0.66,545,,,,Dec 2015,Unknown
Radeon R5 330,339.99,521,1.53,184,30,17.36,2048,May 2017,Desktop
Radeon R5 340,,935,,338,,,,Oct 2016,Unknown
Radeon R5 420,39.95,575,14.39,230,,,,Oct 2017,Unknown
Radeon R5 430,59.00,915,15.52,302,,,,Aug 2017,Unknown
Radeon R5 435,,851,,223,,,,Jul 2020,Unknown
Radeon R5 A10-9600P 4C+6G,,619,,146,,,,Dec 2016,Unknown
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",,698,,148,,,,Sep 2020,Unknown
Radeon R5 A10-9620P 4C+6G,,732,,196,,,,Aug 2017,Unknown
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",,666,,167,,,,Sep 2020,Unknown
Radeon R5 A10-9630P 4C+6G,,977,,270,,,,Jul 2017,Unknown
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",,751,,172,,,,Nov 2021,Unknown
Radeon R5 A240,,576,,802,,,,Aug 2016,Unknown
Radeon R5 A6-7480,,698,,184,,,,Apr 2019,Unknown
Radeon R5 A6-8500P,,587,,190,,,,Sep 2018,Unknown
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",,605,,271,,,,Jan 2020,Unknown
Radeon R5 A6-9500 2C+6G,,853,,249,,,,Oct 2017,Unknown
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",,929,,212,,,,Nov 2020,Unknown
Radeon R5 A6-9500E 2C+4G,,"1,015",,438,,,,Oct 2018,Unknown
"Radeon R5 A6-9500E RADEON R5, 6 COMPUTE CORES 2C+4",,727,,223,,,,Dec 2022,Unknown
Radeon R5 M230,,414,,128,,,4096,Dec 2014,Mobile
Radeon R5 M240,,450,,159,,,,Aug 2015,Unknown
Radeon R5 M255,,534,,136,,,4096,Dec 2014,Mobile
Radeon R5 M315,,474,,152,,,,Jul 2016,Unknown
Radeon R5 M320,,455,,140,,,,Sep 2015,Unknown
Radeon R5 M330,,596,,519,18,33.11,4096,Aug 2015,Mobile
Radeon R5 M335,,549,,577,,,4096,Nov 2015,Mobile
Radeon R5 M420,,487,,154,,,,Nov 2017,Unknown
Radeon R5 M430,,649,,516,,,,Aug 2016,Unknown
Radeon R5 M435,,800,,172,,,,Jul 2018,Unknown
Radeon R5 Opteron X3216,,394,,182,,,,Aug 2017,Unknown
Radeon R5 PRO A10-8730B 4C+6G,,695,,201,,,,Jan 2017,Unknown
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",,612,,147,,,,Nov 2020,Unknown
Radeon R5 PRO A6-8500B 2C+4G,,508,,416,,,,Apr 2017,Unknown
"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",,478,,136,,,,Dec 2022,Unknown
Radeon R5 PRO A6-8530B 2C+4G,,690,,354,,,,Jan 2017,Unknown
"Radeon R5 PRO A6-8530B R5, 6 COMPUTE CORES 2C+4G",,346,,118,,,,Dec 2023,Unknown
Radeon R5 PRO A6-8570 2C+6G,,847,,292,,,,Jan 2017,Unknown
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",,985,,240,,,,Mar 2021,Unknown
Radeon R5 PRO A6-8570E 2C+4G,,638,,268,,,,Jan 2017,Unknown
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",,690,,192,,,,Jan 2021,Unknown
Radeon R5 PRO A6-9500 2C+6G,,"1,096",,353,,,,Jan 2017,Unknown
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",,810,,181,,,,Jun 2021,Unknown
Radeon R5 PRO A6-9500B 2C+4G,,693,,323,,,,Mar 2017,Unknown
"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",,408,,120,,,,Dec 2020,Unknown
Radeon R5 PRO A6-9500E 2C+4G,,771,,288,,,,Jan 2017,Unknown
Radeon R5 PRO A8-9600B 4C+6G,,659,,224,,,,Jan 2017,Unknown
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",,553,,148,,,,Feb 2021,Unknown
Radeon R5E,,300,,100,,,,Jul 2014,Unknown
Radeon R6,,619,,138,15,41.27,0,Jul 2014,"Desktop, Mobile"
Radeon R6 + R7 M265DX Dual,,571,,328,,,,Mar 2015,Unknown
Radeon R6 A10-8700P,,541,,137,,,,Dec 2016,Unknown
Radeon R6 A10-9600P 4C+6G,,970,,336,,,,Dec 2018,Unknown
Radeon R6 A8-8600P,,475,,151,,,,Feb 2017,Unknown
Radeon R6 M255DX,,605,,116,,,,Sep 2019,Unknown
Radeon R6 Opteron X3418,,955,,399,,,,Apr 2019,Unknown
Radeon R6 PRO A10-8700B 4C+6G,,538,,146,,,,Dec 2016,Unknown
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",,540,,135,,,,Sep 2020,Unknown
Radeon R6 PRO A8-8600B 4C+6G,,532,,158,,,,Dec 2016,Unknown
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",,590,,153,,,,Oct 2020,Unknown
Radeon R7 + HD 7700 Dual,,"1,962",,498,,,,Dec 2014,Unknown
Radeon R7 + R5 330 Dual,,"1,028",,531,,,,Mar 2016,Unknown
Radeon R7 + R5 340 Dual,,"1,235",,471,,,,May 2017,Unknown
Radeon R7 + R5 435 Dual A10-9700 RADEON,,886,,480,,,,Mar 2017,Unknown
Radeon R7 + R5 Dual,,898,,496,,,,Apr 2017,Unknown
Radeon R7 + R7 200 Dual,,"1,077",,282,,,,Nov 2014,Unknown
Radeon R7 + R7 240 Dual,,"1,045",,374,,,,Apr 2015,Unknown
Radeon R7 + R7 250 Dual,,"1,232",,576,,,,Jun 2016,Unknown
Radeon R7 + R7 350 Dual,,"1,982",,552,,,,Dec 2016,Unknown
Radeon R7 +8G,,"1,191",,460,,,,Nov 2016,Unknown
Radeon R7 240,84.56,900,10.65,272,30,30.02,2048,Oct 2013,Desktop
Radeon R7 240 + HD 8570D Dual,,918,,352,,,,Sep 2014,Unknown
Radeon R7 240 + HD 8670D Dual,,930,,471,,,,Feb 2014,Unknown
Radeon R7 250,99.99,"1,065",10.65,286,75,14.20,2048,Nov 2013,Desktop
Radeon R7 250X,194.00,"2,269",11.70,637,95,23.88,2048,Aug 2015,Desktop
Radeon R7 260,89.99,"2,892",32.13,559,95,30.44,1024,Jul 2014,Desktop
Radeon R7 260X,139.99,"3,187",22.76,522,115,27.71,2048,Oct 2013,Desktop
Radeon R7 340,,"1,000",,359,,,,Jul 2016,Unknown
Radeon R7 360,145.99,"3,105",21.27,513,100,31.05,2048,Jun 2015,Desktop
Radeon R7 370,,"4,516",,606,150,30.10,,Apr 2016,Desktop
Radeon R7 430,150.58,"1,094",7.26,382,,,,May 2017,Unknown
Radeon R7 450,299.00,"1,931",6.46,525,65,29.71,2048,Oct 2016,Desktop
Radeon R7 7850A10-7850K,,551,,506,,,,Feb 2019,Unknown
Radeon R7 A10 Extreme Edition,,816,,286,,,,Dec 2016,Unknown
Radeon R7 A10 PRO-7800B,,828,,253,,,,Oct 2014,Unknown
Radeon R7 A10 PRO-7850B,,882,,322,,,,Nov 2014,Unknown
Radeon R7 A10-7700K,,779,,231,,,,Nov 2014,Unknown
Radeon R7 A10-7800,,717,,189,,,,Nov 2014,Unknown
Radeon R7 A10-7850K,,962,,278,95,10.12,16384,Oct 2014,Desktop
Radeon R7 A10-7860K,,927,,227,,,,Mar 2016,Unknown
Radeon R7 A10-7870K,,"1,113",,264,,,,Jun 2015,Unknown
Radeon R7 A10-7890K,,975,,272,,,,Apr 2016,Unknown
Radeon R7 A10-8750,,856,,217,,,,Sep 2015,Unknown
Radeon R7 A10-8850,,773,,277,,,,Jan 2017,Unknown
Radeon R7 A10-9700 RADEON,,926,,227,,,,Mar 2017,Unknown
Radeon R7 A10-9700E RADEON,,900,,251,,,,Jan 2018,Unknown
Radeon R7 A12-9700P RADEON,435.92,731,1.68,172,,,,Dec 2016,Unknown
Radeon R7 A12-9720P RADEON,365.48,732,2.00,179,,,,Jul 2017,Unknown
Radeon R7 A12-9730P RADEON,,"1,027",,269,,,,Jul 2017,Unknown
Radeon R7 A12-9800 RADEON,,"1,076",,286,,,,Feb 2017,Unknown
Radeon R7 A12-9800E RADEON,139.19,913,6.56,246,,,,Sep 2017,Unknown
Radeon R7 A265,,994,,468,,,,Jun 2015,Unknown
Radeon R7 A360,,608,,223,,,,Mar 2017,Unknown
Radeon R7 A365,,781,,763,,,,Feb 2016,Unknown
Radeon R7 A370,,"1,281",,742,,,,Jun 2016,Unknown
Radeon R7 A8 PRO-7600B,,671,,181,,,,Nov 2014,Unknown
Radeon R7 A8-7500,,875,,300,,,,Feb 2017,Unknown
Radeon R7 A8-7500 4C+6G,,853,,390,,,,Apr 2017,Unknown
Radeon R7 A8-7600,,786,,216,,,,Oct 2014,Unknown
Radeon R7 A8-7650K,,745,,222,,,,Mar 2015,Unknown
Radeon R7 A8-7670K,,849,,297,,,,Sep 2015,Unknown
Radeon R7 A8-7680,,826,,187,,,,Mar 2019,Unknown
Radeon R7 A8-7690K,,"1,141",,336,,,,May 2023,Unknown
Radeon R7 A8-7A8-7600,,583,,191,,,,Aug 2023,Unknown
Radeon R7 A8-8650,,913,,499,,,,Jan 2016,Unknown
Radeon R7 A8-9600 RADEON,,824,,196,,,,Apr 2017,Unknown
Radeon R7 Eng Sample: ZM2111C1Y4382_34/21/13/06_98,,422,,126,,,,Jun 2020,Unknown
Radeon R7 FX-8800P,,830,,193,,,,Dec 2016,Unknown
Radeon R7 FX-9800P RADEON,530.00,706,1.33,184,,,,Dec 2016,Unknown
Radeon R7 FX-9830P RADEON,,"1,465",,234,,,,Dec 2016,Unknown
Radeon R7 G,,870,,532,,,,Sep 2015,Unknown
Radeon R7 M260,799.00,498,0.62,120,,,4096,Nov 2014,Mobile
Radeon R7 M260DX,,817,,195,,,,May 2019,Unknown
Radeon R7 M260X,,"1,001",,163,,,4096,Mar 2015,Mobile
Radeon R7 M265,,546,,138,,,4096,Nov 2014,Mobile
Radeon R7 M265DX,,499,,138,,,,May 2020,Unknown
Radeon R7 M270,,767,,153,,,,Jan 2015,Unknown
Radeon R7 M270DX,,962,,233,,,,Jul 2020,Unknown
Radeon R7 M340,,657,,152,,,,Apr 2016,Mobile
Radeon R7 M350,,"1,105",,214,,,,Aug 2016,Unknown
Radeon R7 M360,,571,,148,,,4096,Sep 2015,Mobile
Radeon R7 M365X,,751,,167,,,,Dec 2016,Unknown
Radeon R7 M370,,"1,418",,676,,,,Jan 2016,Mobile
Radeon R7 M380,,"1,669",,534,,,,May 2017,Unknown
Radeon R7 M440,,897,,172,,,,Aug 2016,Unknown
Radeon R7 M445,744.00,943,1.27,176,,,,Jan 2017,Unknown
Radeon R7 M460,,"1,078",,203,,,,Dec 2016,Unknown
Radeon R7 M465,,"1,125",,225,,,,May 2017,Unknown
Radeon R7 M465X,,"1,780",,378,,,,May 2018,Unknown
Radeon R7 Opteron X3421,,"1,169",,328,,,,Sep 2017,Unknown
Radeon R7 PRO A10-8750B,,768,,207,,,,Nov 2015,Unknown
Radeon R7 PRO A10-8770,,899,,231,,,,Jan 2017,Unknown
Radeon R7 PRO A10-8770E,,825,,204,,,,Jan 2017,Unknown
Radeon R7 PRO A10-8850B,,945,,552,,,,Jun 2016,Unknown
Radeon R7 PRO A10-9700,,799,,194,,,,Feb 2017,Unknown
Radeon R7 PRO A10-9700B,,629,,182,,,,Jan 2018,Unknown
Radeon R7 PRO A10-9700E,529.00,971,1.84,229,,,,Feb 2017,Unknown
Radeon R7 PRO A12-8800B,,597,,187,,,,Dec 2016,Unknown
Radeon R7 PRO A12-8830B,,594,,165,,,,Sep 2017,Unknown
Radeon R7 PRO A12-8870,,905,,253,,,,Jan 2017,Unknown
Radeon R7 PRO A12-8870E,,920,,237,,,,Dec 2016,Unknown
Radeon R7 PRO A12-9800,,877,,246,,,,Jan 2017,Unknown
Radeon R7 PRO A12-9800B,,702,,189,,,,Jan 2017,Unknown
Radeon R7 PRO A12-9800E,,957,,245,,,,Jan 2017,Unknown
Radeon R7 PRO A6-9500 2C+6G,,781,,439,,,,Apr 2019,Unknown
"Radeon R7 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",,"1,293",,290,,,,Feb 2023,Unknown
Radeon R7 PRO A8-8650B,,719,,195,,,,Dec 2015,Unknown
Radeon R7 PRO A8-8670E,,"1,310",,442,,,,Aug 2017,Unknown
Radeon R7 PRO A8-9600,,893,,255,,,,Dec 2016,Unknown
Radeon R7E,,565,,159,,,,Sep 2018,Unknown
Radeon R8 M365DX,,647,,199,,,,Jun 2019,Unknown
Radeon R8 M445DX,,797,,181,,,,Apr 2019,Unknown
Radeon R8 M535DX,,670,,182,,,,Apr 2019,Unknown
Radeon R9 255,344.16,"1,420",4.13,388,,,2048,Jun 2014,Desktop
Radeon R9 260,,"3,182",,586,,,,May 2016,Unknown
Radeon R9 270,,"4,306",,567,,,,Nov 2018,Unknown
Radeon R9 270 / R7 370,213.16,"4,260",19.98,645,150,28.40,2048,Dec 2013,Desktop
Radeon R9 270X,326.50,"4,871",14.92,613,180,27.06,4096,Oct 2013,Desktop
Radeon R9 280,,"5,558",,665,250,22.23,3072,Apr 2016,Desktop
Radeon R9 280X,,"6,186",,682,250,24.75,3072,Apr 2016,Desktop
Radeon R9 285,,"6,680",,597,,,,May 2021,Unknown
Radeon R9 285 / 380,485.00,"5,550",11.44,655,190,29.21,2048,Jan 2015,Desktop
Radeon R9 290,,"8,300",,776,,,,Sep 2020,Unknown
Radeon R9 290 / 390,380.00,"8,150",21.45,695,275,29.64,4096,Nov 2013,Desktop
Radeon R9 290X,,"8,624",,766,,,,Sep 2020,Unknown
Radeon R9 290X / 390X,319.99,"8,389",26.22,699,290,28.93,4096,Oct 2013,Desktop
Radeon R9 295X2,499.10,"8,618",17.27,765,500,17.24,8192,May 2014,Desktop
Radeon R9 350,299.00,"1,994",6.67,497,60,33.23,2048,Oct 2016,Desktop
Radeon R9 360,133.89,"3,032",22.64,460,85,35.67,2048,Oct 2015,Desktop
Radeon R9 370,159.99,"4,722",29.51,781,150,31.48,4096,Apr 2016,Desktop
Radeon R9 380,89.99,"6,140",68.23,655,190,32.32,4096,Mar 2016,Desktop
Radeon R9 380X,349.99,"6,186",17.68,666,190,32.56,4096,Jul 2015,Desktop
Radeon R9 390,,"8,912",,797,275,32.41,8192,Mar 2016,Desktop
Radeon R9 390X,,"9,417",,823,275,34.24,8192,Apr 2016,Desktop
Radeon R9 A375,,"1,024",,232,,,,May 2020,Unknown
Radeon R9 Fury,443.10,"9,593",21.65,795,,,,Jul 2015,Unknown
Radeon R9 Fury + Fury X,449.99,"9,741",21.65,811,275,35.42,4096,Jul 2015,Desktop
Radeon R9 Fury X,,"9,595",,798,,,,Sep 2020,Unknown
Radeon R9 M265X,,"1,133",,207,,,4096,Nov 2014,Mobile
Radeon R9 M270X,,"1,204",,306,,,4096,Feb 2015,Mobile
Radeon R9 M275,699.99,"1,115",1.59,569,,,,Oct 2014,Mobile
Radeon R9 M275X,,"1,537",,307,,,,Jan 2021,Unknown
Radeon R9 M275X / M375,,"1,575",,467,50,31.50,4096,Dec 2014,Mobile
Radeon R9 M280X,,814,,247,75,10.85,4096,Jan 2020,Mobile
Radeon R9 M290X,,"3,263",,426,100,32.63,4096,Jul 2014,Mobile
Radeon R9 M295X,1449.00,"5,150",3.55,832,125,41.20,4096,Oct 2014,Mobile
Radeon R9 M360,,"1,807",,412,,,,Apr 2016,Unknown
Radeon R9 M365X,,"1,482",,446,50,29.63,4096,Jun 2017,Mobile
Radeon R9 M370X,889.00,"1,550",1.74,352,50,30.99,4096,Aug 2015,Mobile
Radeon R9 M375,,970,,162,,,4096,Aug 2015,Mobile
Radeon R9 M375X,,"1,808",,343,,,4096,Jun 2016,Mobile
Radeon R9 M380,,"2,763",,528,,,4096,Oct 2015,Mobile
Radeon R9 M385,,"2,061",,244,70,29.44,4096,Jul 2020,Mobile
Radeon R9 M385X,,"1,994",,267,75,26.58,,Apr 2019,Mobile
Radeon R9 M390X,,"3,597",,435,100,35.97,4096,Jan 2016,Mobile
Radeon R9 M395,,"4,911",,720,125,39.29,2048,Oct 2015,Mobile
Radeon R9 M395X,,"5,195",,733,125,41.56,4096,Oct 2015,Mobile
Radeon R9 M470,,"2,331",,307,75,31.08,4096,Nov 2016,Mobile
Radeon R9 M470X,,"3,244",,426,75,43.25,4096,Sep 2016,Mobile
Radeon R9 M485X,,"3,661",,417,,,,Apr 2017,Unknown
Radeon RX 460,166.81,"4,103",24.60,574,75,54.70,4096,Aug 2016,Desktop
Radeon RX 470/570,388.99,"8,006",20.58,726,120,66.72,8192,Aug 2016,Desktop
Radeon RX 480,339.99,"8,624",25.37,777,150,57.50,8192,Jun 2016,Desktop
Radeon RX 5300,,"7,561",,712,100,75.61,3072,Jul 2021,Desktop
Radeon RX 5300M,,"4,307",,367,85,50.68,3072,Dec 2020,Mobile
Radeon RX 540,,"1,861",,368,,,4096,Dec 2017,Desktop
Radeon RX 550,170.79,"2,739",16.03,487,50,54.77,4096,Jun 2017,Desktop
Radeon RX 5500,,"8,791",,747,150,58.61,4096,Nov 2019,Desktop
Radeon RX 5500 XT,181.29,"9,149",50.47,778,130,70.38,8192,Dec 2019,Desktop
Radeon RX 5500M,,"5,533",,409,85,65.09,4096,Mar 2020,Mobile
Radeon RX 550X,,"2,279",,415,50,45.59,4096,Apr 2019,Desktop
Radeon RX 560,179.85,"3,643",20.26,489,80,45.54,4096,Mar 2017,Desktop
Radeon RX 5600,,"11,490",,875,150,76.60,6144,Apr 2020,Desktop
Radeon RX 5600 OEM,,"12,005",,696,,,,Dec 2022,Unknown
Radeon RX 5600 XT,545.00,"13,649",25.04,877,150,90.99,6144,Jan 2020,Desktop
Radeon RX 5600M,,"8,744",,492,150,58.30,6144,Jun 2020,Mobile
Radeon RX 560X,,"3,197",,435,75,42.62,4096,Aug 2018,Desktop
Radeon RX 5700,309.99,"14,462",46.65,885,180,80.34,8192,Jul 2019,Desktop
Radeon RX 5700 XT,436.85,"16,593",37.98,923,225,73.75,8192,Jul 2019,Desktop
Radeon RX 5700 XT 50th Anniversary,,"16,572",,945,235,70.52,8192,Jul 2019,Desktop
Radeon RX 570X,153.01,"1,923",12.57,750,120,16.03,8192,Jan 2020,Desktop
Radeon RX 580,179.99,"8,861",49.23,769,185,47.90,8192,Apr 2017,Desktop
Radeon RX 580 2048SP,,"7,698",,659,150,51.32,16384,Feb 2019,Desktop
Radeon RX 580X,,"7,798",,885,185,42.15,8192,Feb 2019,Desktop
Radeon RX 590,549.99,"9,393",17.08,790,175,53.67,8192,Nov 2018,Desktop
Radeon RX 6300,,"5,410",,566,,,,Oct 2023,Unknown
Radeon RX 640,,"1,998",,341,50,39.96,4096,Feb 2020,"Desktop, Mobile"
Radeon RX 6400,159.00,"7,567",47.59,700,53,142.77,4096,Apr 2022,Desktop
Radeon RX 6500,,"7,724",,780,,,,Jun 2023,Unknown
Radeon RX 6500 XT,189.99,"9,561",50.32,812,107,89.35,4096,Jan 2022,Desktop
Radeon RX 6500M,,"7,785",,397,50,155.70,4096,Sep 2022,Mobile
Radeon RX 6550M,,"9,369",,458,,,,Oct 2023,Mobile
Radeon RX 6600,199.99,"15,138",75.69,872,132,114.68,8192,Oct 2021,Desktop
Radeon RX 6600 XT,499.00,"16,510",33.09,914,160,103.19,8192,Aug 2021,Desktop
Radeon RX 6600M,199.99,"13,766",68.83,709,100,137.66,8192,Sep 2021,Mobile
Radeon RX 6600S,,"13,678",,650,80,170.98,4096,Feb 2023,Mobile
Radeon RX 6650 XT,239.99,"17,240",71.84,909,176,97.96,8192,May 2022,Desktop
Radeon RX 6650M,,"15,091",,778,,,,Jun 2022,Mobile
Radeon RX 6650M XT,,"15,833",,656,,,,Aug 2024,Mobile
Radeon RX 6700,,"19,280",,"1,066",175,110.17,10240,Jul 2022,Desktop
Radeon RX 6700 XT,787.16,"19,879",25.25,939,230,86.43,12288,Mar 2021,Desktop
Radeon RX 6700M,269.99,"13,489",49.96,569,135,99.92,10240,Sep 2021,Mobile
Radeon RX 6700S,299.99,"14,953",49.85,734,80,186.92,8192,Feb 2022,Mobile
Radeon RX 6750 GRE 10GB,,"18,467",,"1,111",,,,Apr 2024,Unknown
Radeon RX 6750 GRE 12GB,,"19,355",,902,,,,Feb 2024,Unknown
Radeon RX 6750 XT,299.99,"20,786",69.29,947,250,83.14,12288,May 2022,Desktop
Radeon RX 6800,359.99,"22,213",61.71,974,250,88.85,16384,Nov 2020,Desktop
Radeon RX 6800 XT,831.99,"25,024",30.08,"1,018",300,83.41,16384,Nov 2020,Desktop
Radeon RX 6800M,,"13,261",,545,145,91.45,12288,Jun 2021,Mobile
Radeon RX 6800S,,"15,401",,707,100,154.01,8192,May 2022,Mobile
Radeon RX 6850M,,"12,274",,714,,,,Mar 2022,Mobile
Radeon RX 6850M XT,,"17,474",,618,,,,Aug 2022,Mobile
Radeon RX 6900 XT,1509.67,"26,815",17.76,"1,046",300,89.38,16384,Dec 2020,Desktop
Radeon RX 6950 XT,999.99,"28,253",28.25,"1,030",335,84.34,16384,May 2022,Desktop
Radeon RX 7600,249.99,"16,408",65.63,957,165,99.44,8192,May 2023,Desktop
Radeon RX 7600 XT,314.99,"17,313",54.96,968,,,,Jan 2024,Unknown
Radeon RX 7600M,,"3,940",,478,,,,Dec 2023,Mobile
Radeon RX 7600M XT,,"12,786",,752,120,106.55,8192,Jun 2023,Mobile
Radeon RX 7600S,,"14,508",,752,75,193.44,8192,Jun 2023,Mobile
Radeon RX 7700 XT,349.99,"22,327",63.79,"1,093",245,91.13,12288,Sep 2023,Desktop
Radeon RX 7700S,,"14,995",,731,,,,Aug 2023,Unknown
Radeon RX 780,,"7,898",,"1,080",,,,Feb 2024,Unknown
Radeon RX 7800 XT,479.99,"24,187",50.39,"1,122",263,91.96,16384,Jun 2023,Desktop
Radeon RX 7900 GRE,609.99,"26,821",43.97,"1,108",,,,Aug 2023,Unknown
Radeon RX 7900 XT,689.99,"28,695",41.59,"1,174",315,91.09,20480,Dec 2022,Desktop
Radeon RX 7900 XTX,899.99,"30,965",34.41,"1,227",355,87.23,24576,Dec 2022,Desktop
Radeon RX 7900M,,"22,365",,916,,,,Nov 2023,Mobile
Radeon RX Vega - Renoir Ryzen 3 5300U,,"2,312",,571,,,,Nov 2023,Unknown
Radeon RX Vega 10,,"1,636",,375,,,,Apr 2019,Unknown
Radeon RX Vega 10 Ryzen 5 3500U,,"1,778",,456,,,,Jul 2023,Unknown
Radeon RX Vega 10 Ryzen 7 3700U,,"1,511",,333,,,,Dec 2022,Unknown
Radeon RX Vega 10 Ryzen 7 3750H,,"1,825",,381,,,,Dec 2022,Unknown
Radeon RX Vega 10 Ryzen 7 PRO 3700U w/,,"1,521",,360,,,,Feb 2023,Unknown
Radeon RX Vega 11,1002.00,"2,116",2.11,524,,,0,Feb 2018,Desktop
Radeon RX Vega 11 PRD,,"2,402",,601,,,,Aug 2019,Unknown
Radeon RX Vega 11 Processor,,"1,844",,459,,,,Jan 2021,Unknown
Radeon RX Vega 11 Ryzen 5 3350G,,"1,854",,477,,,,Feb 2023,Unknown
Radeon RX Vega 11 Ryzen 5 3400G,,"2,177",,496,,,,Dec 2022,Unknown
Radeon RX Vega 11 Ryzen 5 3400GE,,"2,069",,477,,,,Feb 2023,Unknown
Radeon RX Vega 11 Ryzen 7 3700U,,"2,602",,528,,,,Oct 2023,Unknown
Radeon RX Vega 11 Ryzen 7 3750H,,"1,856",,414,,,,Feb 2023,Unknown
Radeon RX Vega 56,752.99,"13,236",17.58,770,210,63.03,8192,Sep 2017,Desktop
Radeon RX Vega 6,,"1,015",,320,,,,Jun 2022,Unknown
Radeon RX Vega 6 Ryzen 3 3200U,,906,,275,,,,Aug 2023,Unknown
Radeon RX Vega 64,749.99,"14,335",19.11,798,295,48.59,8192,Sep 2017,Desktop
Radeon RX Vega 8,,"1,487",,391,,,,Nov 2018,Unknown
Radeon RX Vega M GH,,"6,585",,780,,,,Mar 2018,Unknown
Radeon RX Vega M GL,,"3,720",,479,,,,Feb 2018,Unknown
Radeon RX Vega Ryzen 3 5300U,,"2,334",,551,,,,Jan 2024,Unknown
Radeon RX Vega Ryzen 5 5500U,,"2,280",,582,,,,Aug 2023,Unknown
Radeon RX Vega11,,"1,605",,405,,,,Oct 2019,Unknown
Radeon RX Vega11 Ryzen 7 3750H,,"1,674",,350,,,,Dec 2023,Unknown
Radeon RX Vega11 Ryzen 7 Microsoft Surface Edition,,"1,399",,300,,,,Jan 2023,Unknown
Radeon RX590 GME,,"8,568",,666,175,48.96,8192,Sep 2020,Desktop
